word,y
"['颜', '色差', '不是', '一点点', '拆开', '看', '送人', '......']",1
"['理想', '差距', '较大', '贵']",1
"['二个', '字', '很丑']",1
"['质量', '不好', '天', '开线']",1
"['系统', '显示', '现货', '付', '钱', '却', '天']",1
"['不是', '职业', '维修', '技工', '工具', '来说', '养兵千日', '用兵一时', '收纳', '需求', '很', '设计', '没', '手柄', '收纳', '太', '失败']",1
"['穿', '两次', '鞋子', '后', '磨脚', '还', '有点', '变色']",1
"['客服', '答應', '改', '地址', '沒改']",1
"['第一', '购买', '商家', '货', '品质', '很', '码子', '偏', '小']",1
"['设', '哒', '一种', '身份验证']",1
"['不怎么', '好看', '图片', '差别', '大']",1
"['不是', '原装', '不', '支持', '快充']",1
"['实穿', '感受', '不', '舒服', '鞋底', '特滑', '有水']",1
"['同型号', '偏小']",1
"['拖鞋', '穿着', '挺舒服', '鞋底', '很', '弹力', '走路', '很', '弹性', '网上', '买', '拖鞋', '没有', '试穿', '环节', '个人感觉', '买大', '一号', '会', '更', '舒服', '平时', '穿', '码', '鞋', '选择', '拖鞋', '码', '鞋码', '选', '码', '有时候', '脚后跟', '会', '稍微', '有些', '漏出来']",0
"['容量', '大小', '水杯', '非常适合', '透明度', '玻璃', '材质', '透明度', '很', '好', '密封', '效果', '胶带', '圈', '密封性', '很', '好', '平时', '泡茶', '泡', '花茶', '都', '喝', '很', '爱', '很', '爱', '包装', '效果', '包装', '很', '简洁', '清洗', '难易', '清洗', '非常简单', '手感', '体验', '舒服']",0
"['京东', '物流', '很快', '赞', '一个', '很', '实用', '抹', '泡沫', '搓澡', '二合一', '产品', '无需', '太多', '沐浴液', '泡沫', '很', '过水', '冲洗', '没有', '残留', '泡沫', '干得', '较', '挂', '浴室', '内', '搓澡', '面', '颗粒', '适中', '很', '舒服', '建议', '手柄', '硬', '塑料', '改为', '硅胶', '较', '柔软', '材质', '硬', '塑料', '易', '老化', '时', '手感', '不', '舒服']",0
"['物美价廉', '绝对', '放心', '配件', '很', '不错', '简单', '组装', '好', '骑行', '很', '不错', '还', '变速', '价格便宜', '车子', '的确', '很棒', '减震', '超给力', '骑', '不费力', '很', '流畅', '舒适', '平', '路上', '车子', '提速', '蛮', '快', '外观', '看着', '超酷', '价格', '实惠', '值得', '入手', '非常', '不错', '宝贝', '买', '车子', '前', '仔细', '衡量', '好多', '款型', '凤凰', '永久', '大概', '多', '追逐', '配置', '意义', '没', '那么', '大', '适合', '好', '买', '配置', '不高', '关键', '地方', '都', '还', '收到', '货', '确实', '很', '不错', '车架', '情况', '两年', '前', '买', '好', '很多', '配置', '精细', '程度', '更好', '感叹', '技术']",0
"['这是', '一款', '穿着', '非常', '舒适', '鞋子', '选中', '原因', '大致', '三个', '颜色', '搭配', '非常好', '不太', '讲究卫生', '男人', '颜色', '打牌', '很', '好', '洗', '价格', '非常', '实惠', '实体店', '相比', '便宜', '将近', '一半', '性价比', '难以', '抗拒', '买', '东西', '非常', '信赖', '京东']",0
"['老公', '喜欢', '骑行', '晚上', '回来', '没有', '灯', '不', '京东', '单', '第二天', '送到', '很快', '这款', '灯有', '模式', '光', '照射', '挺远', '骑车', '足够', '还', '带', '一个响', '玲', '声音', '挺大', '起到', '示警', '作用', '防雨', '功能', '没有', '用到', '下雨天', '没有', '骑过', '车', '总体', '很', '满意', '京东', '自营', '都', '不会', '失望']",0
"['非常', '飘', '设计', '很', '人性化', '瓶口', '喝水', '地方', '打磨', '光滑', '水杯', '喝', '舒服', '细节', '不错', '喜欢', '喝茶', '没', '买', '扣型', '水杯', '保温', '效果', '很', '好', '晚上', '开水', '打开', '很', '高', '温度', '早', '一口', '美滋滋', '有点', '小', '瑕疵', '打磨', '留下', '不过', '价格', '品质', '设计', '风格', '值']",0
"['非常', '实用', '一把', '锁', '密码', '调整', '设置', '非常', '便捷', '免', '带', '钥匙', '钥匙', '锁', '重量', '很沉', '看上去', '很', '结实', '做工', '很', '精致', '密码', '上', '年纪', '人', '看', '安装', '很', '轻松', '放在', '座', '正好', '干净利索', '成功', '购物', '之旅']",0
"['好评', '刷子', '柔软', '舒服', '硬度', '正好', '塑料', '手柄', '没有', '异味', '很', '厚实', '质感', '非常好', '推荐']",0
"['产品', '外观', '简单明了', '加热', '效果', '很', '好', '腔体', '大小', '家用', '合适', '噪音', '不', '扰民', '颜色', '白色', '感觉', '很', '干净', '清爽', '易于', '清理', '操控', '简单', '快', '递给', '力', '～', '赶快', '入手']",0
"['送货', '速度', '很快', '包装', '好', '做工', '精细', '颜色', '漂亮', '接口', '齐全', '苹果', '安卓', '手机', '均', '可', '还', '可多机', '使用方便', '长度', '合适', '充电', '速度快', '发热', '传输速度', '好', '采用', '编织', '结构', '手感', '好', '收纳', '不易', '缠绕', '服务', '保障', '好', '一年', '内有', '换新', '满意']",0
"['包包', '不错', '物流', '挺快', '图片', '描述', '放下', '一瓶', '水', '纸巾', '手机', '物超所值']",0
"['此款', '宝贝', '包装', '完好', '细致', '周到', '里边', '有放', '气泡', '垫', '破损', '适合', '男女老少', '泡沫', '洗后', '淡淡的', '香气', '后', '头发', '很', '柔顺', '对头', '屑', '很', '去除', '不伤', '头皮', '洗发', '后', '头皮', '不痒', '一点', '物美价廉', '超市', '买', '便宜', '不少', '效果', '没有', '打折', '购买', '不错', '值得', '购买']",0
"['拿到', '只', '背包', '说', '质量', '超乎', '意料', '好', '非常', '结实', '可靠', '感觉', '很', '耐用', '非常', '踏实', '理想', '中', '包', '做工', '水平', '立刻', '家', '包', '浓厚', '兴趣', '拉链', '如丝', '般', '顺滑', '一点', '没有', '卡壳', '感觉', '背', '放', '文件', '笔记本电脑', '没有', '容量', '足够', '大', '就算', '塞', '很多', '东西', '背上', '身', '不会', '很累', '卸掉', '很多', '重量', '入', '只', '家', '旅行包', '很', '不错']",0
"['拖鞋', '收到', '包装', '精美', '打开', '看', '颜色', '好看', '清爽', '试穿', '感觉', '很', '舒服', '轻巧', '舒适', '质量', '很', '不错', '推荐', '好几个', '朋友', '去定', '会', '光顾', '感谢', '商家', '提供', '优惠活动', '快递', '小哥', '服务态度', '很棒', '值得', '点赞']",0
"['用过', '口红', '这次', '两件', '有折', '赶紧', '买', '自用', '一支', '一支', '送人', '朋友', '很', '喜欢', '说', '很', '显白', '妆', '感强', '厚涂', '薄涂', '都', '很', '迷人', '不过', '干', '不过', '想吐槽', '家里', '京东', '物流', '拖', '几天', '不', '送货', '等到', '送货', '期限', '送', '产品', '完全', '喜欢', '下次', '还会', '回购']",0
"['送', '朋友', '生日礼物', '很', '喜欢', '耐用', '程度', '随后', '追加']",0
"['容量', '想象', '中大', '一点', '能装', '不少', '东西', '做工', '质量', '很', '不错', '不愧', '品牌', '东西', '买', '几个', '家里人', '分', '一分']",0
"['容量', '合适', '放在', '小', '挎包', '里', '无', '压力', '颜色', '蛮', '好看', '表面', '漆里', '有亮', '粉', '闪闪', '晚上', '倒', '开水', '第二天', '中午', '热', '保温', '性能', '不错', '不输', '～', '块钱', '膳', '魔师', '密封', '性能', '不错', '半个', '月', '没有', '发现', '漏水', '情况', '最', '价格', '合适', '活动', '价', '很', '美丽', '满分', '好评']",0
"['质量', '还', '挺好', '挺舒服', '价格', '非常', '实惠', '穿', '刚刚', '好', '尺码', '合适', '面料', '不错', '做工', '精细', '物流', '很快']",0
"['灯', '很', '好', '很亮', '多色', '变光', '当夜', '灯', '很', '好']",0
"['控油', '效果', '洗完', '很', '清爽', '产品', '香味', '一种', '淡淡的', '古龙', '香水', '味道', '泡沫', '数量', '泡沫', '不是', '特别', '易', '冲洗', '很', '喜欢', '适合', '发质', '头发', '油腻', '洗完', '感觉', '头皮', '不油', '特别', '舒服', '柔顺', '效果', '完', '头发', '柔顺', '第二天', '早上', '头发', '不', '干结', '特色', '效果', '很', '好']",0
"['好用', '放心', '质量', '杠杠']",0
"['儿子', '做', '饼干', '还要', '恐龙', '小鱼', '图案', '非常', '好用', '儿子', '很', '喜欢']",0
"['洗发', '不会', '硅油', '沉淀', '清洁', '头发', '保护', '滋养', '头皮', '香味', '绿', '邂逅', '香水味', '香', '奶奶家', '邂逅', '清新', '香味', '很', '这款', '洗发', '很', '温和', '泡沫', '细腻', '柔和', '冲水', '飞快', '一下子', '洗', '干净', '头发', '干得', '很快', '无残留', '洗发水', '吹干', '后', '发根', '很', '轻盈', '头发', '很', '柔软', '顺滑', '感觉', '头发', '恢复', '婴儿', '般', '柔软']",0
"['一见', '阿道夫', '从此', '爱上', '家里', '洗发水', '沐浴露', '都', '阿道夫', '推荐', '身边', '同事', '朋友', '不出所料', '好评', '这款', '沐浴露', '香味', '很', '浓郁', '泡沫', '很', '洗完', '后', '皮肤', '不', '紧绷', '滑滑', '散发', '淡淡的', '香味', '很', '喜欢']",0
"['洗发水', '超级', '喜欢', '味道', '去屑', '挺不错', '买给', '全家人']",0
"['收到', '裤子', '布料', '质感', '柔软', '细腻', '质量', '不错', '很', '舒适', '穿着', '效果', '好', '穿', '上', '很', '修身', '洗', '不', '掉色', '不错', '一个', '款式', '价格', '很', '实惠', '卖家', '发货', '速度快', '物流', '很', '力', '非常好', '很', '满意', '购物', '还会', '常来']",0
"['杯子', '很漂亮', '设计', '很', '适合', '我用', '沏茶', '喝水', '都', '价钱', '不贵', '感谢', '快递', '小哥', '冒雨', '送来', '上午', '下单', '下午', '京东', '快']",0
"['京东', '物流', '非常', '快', '包装', '完好无损', '拿到', '实物', '图片', '信息', '这款', '怡神', '冰凉', '型', '海飞丝', '去屑', '洗发露', '真的', '非常', '好用', '用过', '没有', '一点', '头屑', '头发丝', '滑', '柔顺', '发质', '更加', '光泽', '头发', '起到', '非常好', '护理', '还', '去', '油', '止痒', '给予', '好评']",0
"['宝贝', '很', '好', '买回来', '做', '月饼', '都', '吃', '完', '没有', '时间', '评价', '这件', '宝贝', '家', '一年四季', '过', '中秋', '不愁', '没有', '月饼', '吃']",0
"['外出', '旅游', '急', '充电', '线', '果断', '京东', '下单', '第二天', '超级', '棒', '超级', '棒', '充电', '线', '多头', '几台', '手机', '只', '一根', '线', '搞定', '很', '好用', '看起来', '很', '扎实', '一个月', '很', '伙伴', '放心', '买', '品牌', '不贵', '多用途']",0
"['外观', '颜值', '买', '黑色', '更换', '颜色', '合适', '很', '喜欢', '舒适度', '穿', '上', '舒服', '鞋子', '好', '请', '走路', '舒服', '两天', '跑步', '再试', '下', '做工', '细节', '做工', '细节', '都', '精致', '时间', '更规', '验证', '品质', '尺码', '大小', '刚好', '合适', '很', '舒服', '透气性', '都', '喜欢', '网鞋', '春夏', '合适', '还会', '再来', '支持', '京东']",0
"['容量', '大小', '容量', '刚刚', '好', '放进', '寸', '笔记本', '很多', '小隔袋', '便于', '放置', '物品', '非常', '棒', '外观', '颜值', '颜值', '中规中矩', '偏', '商务', '点', '做工', '细节', '做工', '细节', '棒', '无', '开线', '地方', '小隔袋', '拉链', '充电', '线', '耳机线', '接口', '细节', '很', '好']",0
"['搞', '活动', '买', '优惠', '多多', '质量', '超级', '好用', '做工', '精致', '材质', '柔软', '穿着', '舒适', '透气', '款式', '简单', '大方']",0
"['数据线', '发货', '很', '力', '真的', '快', '第二天', '价格便宜', '买', '还', '价格', '一条', '没', '想法', '真的', '条', '长度', '够', '长', '刚好', '粗', '挺', '粗', '充电', '挺快', '没有', '发烫', '发热', '很', '好']",0
"['心心念念', '回力', '鞋', '收到', '谢谢', '店家', '发货', '快', '物流', '给力', '老牌子', '值得', '信任', '拥有', '上脚', '很', '舒服', '显瘦', '鞋底', '走路', '舒适', '不硬', '稍稍', '有点', '长', '不换', '谢谢', '快递', '小哥', '辛苦', '满意', '还会', '回够', '五星', '好评']",0
"['做工', '质感', '做工', '质感', '没得说', '编织', '绳子', '还', '带', '收紧', '带', '皮质', '感觉', '很', '一米', '多长', '美得', '很', '充电', '速度', '买', '三个', '一个', '都', '试', '都', '很', '好评', '发热', '程度', '充电', '不', '发热', '很', '接口类型', '苹果', '充电器', '苹果', '接口', '特色', '包装', '精美', '东西', '精致', '很', '好', '大', '品牌', '质量', '更', '谱', '赞', '一个']",0
"['京东', '物流', '从来不', '会', '人', '失望', '第二天', '收到', '好', '带', '孩子', '出去玩', '儿子', '背上', '新包', '外观', '简洁', '大方', '功能', '特别', '强大', '能装', '很多', '东西', '内包', '设计', '很', '好', '电话', '装进去', '收放', '背着', '不累', '孩子', '很', '喜欢', '书包', '买', '他家']",0
"['安踏', '品牌', '东西', '颜值', '很', '高', '官方', '旗舰', '质量', '保证', '安踏', '运动裤', '纯棉', '质感', '柔软', '舒适', '透气', '穿着', '舒服', '男', '宽松', '束脚', '针织', '运动', '长裤', '款式', '干净利落', '显腿长', '休闲', '时尚', '卫裤', '上身', '效果', '很', '好', '基础', '黑', '无色', '男', '尺码', '标准']",0
"['杯子', '很棒', '没有', '异味', '密封', '好', '一点', '不漏水', '容量', '大', '很', '合适', '材质', '上成', '很透', '物流', '一如既往', '好']",0
"['服务', '很', '好', '衣服', '最', '买大', '客服', '立马', '换', '一个', '小号', '衣服', '收到', '很', '合身', '不错', '衣服', '质量', '服务', '都', '很', '满意']",0
"['京东', '自营', '快递', '很快', '存储卡', '海康', '威视', '毕竟', '大', '企业', '质量', '保证', '中']",0
"['穿', '一段时间', '才', '评价', '性价比', '超高', '几十元', '东西', '穿', '两三百', '差不多', '做工', '很', '好', '上脚', '舒服', '几十元', '东西', '做成', '这样', '很', '不错', '穿', '上', '一季', '扔', '值', '穿烂', '再', '会', '回购', '出', '介绍', '朋友', '买', '家人', '买来', '穿', '很', '好', '哈哈哈']",0
"['宝贝', '黑色', '很大', '气', '试用', '很', '滑顺', '感觉', '很', '不错', '很', '喜欢', '预订', '明天', '到货', '不能', '出门', '不到', '到货', '非常', '惊喜', '非常高兴', '京东', '自营', '东西', '质量', '保障', '售后', '放心', '点个', '赞', '支持', '京东']",0
"['这次', '优惠', '买', '三个', '做工', '不错', '整体', '质量', '很', '好', '塑料', '借口', '不', '扎手', '很', '滑', '颜色', '好看', '没', '色差', '价格', '实惠', '试用', '后', '再', '追评']",0
"['第一次', '京东', '买', '东西', '待遇', '啊啊啊', '真', '开心', '很快', '送货上门', '整体', '还行', '送', '手袋', '褶皱', '太', '不能', '皮带', '挺软', '还', '还', '担心', '太长', '长度', '正好', '送', '男朋友', '情人节', '礼物', '希望', '喜欢']",0
"['外观', '颜值', '挺不错', '气垫', '鞋', '样式', '好看', '舒适度', '买', '过', '一双', '气垫', '鞋', '鸿星', '尔克', '穿', '两年', '气垫', '位置', '坏', '希望', '这双', '穿', '住', '试穿', '下', '很', '舒适', '做工', '细节', '脚垫', '线', '规整', '尺码', '大小', '一双', '尺码', '合适', '抓地', '效果', '明天', '试穿', '下', '买', '那双', '鸿星', '尔克', '不错', '牌子', '透气性', '外表', '看着', '通透性', '很', '不错', '外形', '外观', '外形', '外观', '合', '心意', '价格', '很', '合适', '特色', '气垫', '小', '买', '一双', '气垫', '很大', '不', '小心', '磕坏', '这双', '合适']",0
"['外观设计', '简单', '大方', '按键', '开关', '特别', '治愈', '强迫症', '面板', '小巧', '腔体', '内部空间', '挺大', '放个', '大', '盘子', '都', '够用', '标记', '内层', '特别', '清洗', '擦', '噪音', '不大', '接受', '操控', '特别', '电脑', '触摸', '面板', '非常', '灵敏', '非常', '喜欢', '好评']",0
"['清扬', '洗发水', '气味', '好', '去', '头屑', '功能', '焗油', '功能', '染发', '功能', '柔顺', '营养', '分岔', '天然', '功能', '多效', '合一', '洗护', '分开', '洗护', '含', '果酸', '薄荷', '型', '清凉', '去', '痒', '洗完', '头发', '头皮', '都', '凉凉的', '很', '舒服', '人', '都', '清爽', '送', '很多', '赠品', '都', '很', '实用', '洗发露', '中', '最能', '作用', '成份', '表面', '活性剂', '表面', '活性剂', '起着', '清洁', '头发', '头皮', '作用', '洗发液', '水', '混', '时能', '泡沫', '不过', '泡沫', '不能', '出', '清洁', '能力', '强弱']",0
"['模具', '很', '厚实', '做工', '精细', '还', '没有']",0
"['裤子', '很', '好', '天气', '热穿', '透气', '裤子', '凉快', '出汗', '干']",0
"['收到', '京东', '活动', '买', '很', '便宜', '皮带', '精致', '物流', '很快', '过年', '老家', '都', '几个', '电话', '疫情', '原因', '收到', '货', '没', '评价', '快递', '小哥', '辛苦', '希望', '疫情', '快点', '还', '一个', '自由', '一个月', '没', '出过', '家门']",0
"['京东', '购物', '快捷', '已', '购物', '十次', '都', '感到', '京东', '物流', '快', '捿', '很少', '拖单', '很', '京东', '商城', '上网', '购', '希望', '朋友', '京东', '商城', '上', '多多', '购物', '希望', '京东', '商城', '越办', '越好', '京东', '商城', '购物', '快乐', '无限', '京东', '商城', '网购', '愉快', '体验', '多多', '京东', '商城', '上上', '购物']",0
"['很', '舒服', '看起来', '简约', '大方', '材质', '摸起来', '很', '舒服', '个人感觉', '外观', '简约', '大方', '很', '好看', '简简单单', '大大方方', '很', '实用性', '装', '办公', '工具', '完全', '足够', '很', '舒服', '赠品', '还', '不错', '免得', '买', '电脑包', '很', '舒服']",0
"['第一次', '京东', '上', '买', '短裤', '质量', '特好', '穿', '上', '很', '型', '正宗', '李宁', '品牌', '尺寸', '大小', '刚好', '布料', '含有', '%', '氨纶', '弹力', '京东', '这家', '买', '李宁', '运动装']",0
"['款', '七匹狼', '休闲', '男袜', '质量', '真的', '特别', '好', '穿着', '特别', '舒服', '细腻', '柔软', '耐洗', '耐用', '真的', '太好了', '非常', '满意', '建议', '想买', '袜子', '选', '这款', '会', '满意', '信赖', '京东', '物流', '特别', '快', '第二天', '京东', '上', '购买', '东西', '一如既往', '支持']",0
"['很', '一双', '鞋', '真的', '很', '不错', '到底', '大', '品牌', '大', '品牌', '国际', '流行', '国际', '流行', '非常', '漂亮', '非常好', '很', '满意', '很', '想', '再', '买', '一双', '鞋', '正好', '价格', '还', '香', '京东', '旗舰店', '不用', '担心', '质量', '事实', '穿', '上', '很', '舒服', '很养', '脚', '非常好', '五分', '好评']",0
"['微波炉', '很', '好用', '旋钮', '很', '很', '简单', '好', '控制', '家庭', '很', '热菜', '很快', '机器', '工作', '声音', '不大', '整体', '来说', '对得起', '价格']",0
"['容量', '大小', '刚刚', '好', '透明度', '很漂亮', '很透', '密封', '效果', '很紧', '包装', '效果', '很', '好', '清洗', '难易', '很', '清洗', '手感', '体验', '很', '好', '很', '舒服', '男神', '代言', '防', '摔', '功能', '没有', '宝宝', '随便', '弄', '摔', '烂掉', '不会', '掉', '过', '几次', '没有', '烂', '质量第一', '好', '产品', '牛']",0
"['都', '喜欢', '京东', '自营', '乔丹', '牌', '鞋子', '这次', '买', '这款', '鞋子', '外观', '看着', '很', '耐看', '穿', '舒服', '透气', '性好', '尺码', '很', '标准', '防滑', '抓地', '效果', '都', '很', '不错', '做工', '精细', '走', '减震', '效果', '蛮', '不错', '总体', '来说', '很', '愉快', '购物', '物超所值', '值得', '购买', '喜欢', '朋友', '速度', '抢购']",0
"['袜子', '质量', '挺好', '包装', '精美', '不算', '厚实', '没有', '异味', '价格', '有点', '小贵', '活动', '凑单', '还好', '价格', '很', '买', '好多', '穿', '好多年', '性价比', '极高', '京东', '会员', '买', '东西', '体验', '超棒', '送货', '速度快', '服务态度', '好', '还会', '再来', '买', '推荐', '购买']",0
"['线', '挺', '粗', '点亮', '非常好', '快递', '很快', '支持', '京东', '画质', '挺好', '没有', '试', '价格', '便宜', '自行车', '自营', '质量', '差', '不了', '放心', '买', '买', '米够', '够', '非常', '够', '不错', '小伙伴', '推荐', '线材', '粗', '质量', '挺好', '快递', '一如既往', '快', '非常', '快', '特别', '快', '色彩鲜艳', '清晰', '哒']",0
"['家里', '三', '都', '苹果', '设备', '人手', '一台', '手机', '搞', '打架', '充电', '再', '加上', '日常', '损耗', '坏', '还', '几根', '线', '眼看', '就要', '所幸', '京东', '上', '好几根', '京东', '送货', '很', '约定', '时间', '准时', '回来', '不错']",0
"['无意间', '凑', '单买', '衬衫', '穿着', '很', '舒服', '感觉', '买', '红豆', '衬衫', '差', '非常', '满意', '店家', '非常', '贴心', '送', '双', '袜子', '点赞']",0
"['外出', '避暑', '临时', '起意', '购买', '外观', '简洁', '大方', '材质', '轻巧', '弹性', '穿着', '舒适', '不', '掐', '脚', '不湿教', '不', '打滑', '不', '臭脚', '淋湿', '后', '快干', '感觉', '非常好', '大小', '选择', '运动鞋', '码大', '码', '正合适', '价格便宜', '确实', '质量', '非常好', '居家', '旅行', '必备', '物品', '强烈推荐']",0
"['裤子', '很', '好看', '很', '好', '搭配', '材质', '很', '舒服', '简单', '大方', '很', '喜欢', '好评', '...']",0
"['适合', '发质', '偏向', '适合', '男性', '尤其', '中年', '油腻', '大叔', '级别', '泡沫', '数量', '泡沫', '丰盈', '细腻', '光滑', '香味', '持久', '弥香', '产品', '香味', '蛋蛋', '幽香', '来自', '内心深处', '吸引', '控油', '效果', '深度', '清洁', '毛孔', '修护', '发根', '清爽', '一整天', '不', '油腻', '不', '分叉', '柔顺', '效果', '德芙', '巧克力', '般丝滑', '顺畅', '一梳', '到底', '尽享', '丝滑', '特色', '没有', '特色', '清扬', '男士', '特色']",0
"['物美价廉', '很', '实惠', '做', '很细', '没有', '毛刺', '易', '安装', '试', '开锁', '几次', '很顺', '质量']",0
"['收到', '东西', '速度', '非常', '快', '隔日', '达', '包装', '完好', '打开', '唯美', '精致', '才', '表达', '外观', '观感', '打开', '插上', '阻尼', '纹丝', '合缝', '涂于', '嘴唇', '颜色', '正', '均匀', '不', '油腻', '不亏', '烈焰红唇', '随赠', '毫升', '香水', '不多', '但闻', '味道', '不错', '非常', '愉快', '购物', '正品']",0
"['容量', '大小', '背包', '很多', '层', '能装', '很多', '东西', '很', '不错', '外观', '颜值', '简洁', '大方', '低调', '华丽', '舒适度', '人体工学', '背', '很', '舒服', '大小', '尺寸', '放', '下', '存', '电脑', '做工', '细节', '做工', '很', '好', '很多', '细节', '都', '很', '好', '很多', '层用', '很', '发货', '很快', '第二天', '背包', '蛮', '好看', '很多', '夹层', '手感', '舒服', '背', '蛮', '舒服', '平时', '商务', '足够', '快递', '小哥', '服务', '特别', '好', '很', '不错', '背包', '值得', '入手', '京东', '给力']",0
